Defense #, RE, NT, LE, ROLB, RILB, LILB, LOLB, RCB, LCB, FS, SS,
Defense: 98,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,ADDB: 56% F3-Pause(14); 56%  F4-Pause(00); // F4-Pause(5A); PassRush // F3-Pause(32); F4-Pause(C8); PassRush; ,AAE0: 44% 63% 56% F4-Pause(3C); F4-Pause(00); // F4-Pause(14); F4-Pause(00); // F4-Pause(14); PassRush // Mirror Ball Carrier; ,ADE5: 63% CPUTeamJumpsTo AADC-01:Boost-HP(30); ; Mirror Ball Carrier; // F3-Pause(3C); F4-Pause(50); PassRush; // F4-Pause(3C); F4-Pause(1E); PassRush ,AE0F: F4-Pause(3C); PassRush ,AE03: F4-Pause(64); PassRush ,AA6B: 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F5-Pause(0A 46); PassRush; ,AAA6: Mirror Ball Carrier; ,
Defense: 99,AA11: F3-Pause(1E); Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush; ,AA1A: F3-Pause(1E); Boost-RS(0F); Boost-MS(30); Boost-HP(20); F3-Pause(28); PassRush; ,AA23: F3-Pause(1E); Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush; ,AE1B: F4-Pause(8C); Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush ,AA35: F3-Pause(1E); Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush; ,AA3E: F3-Pause(1E); Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush; ,A9A9: F5-Pause(14 5A); PassRush; ,AE24: F4-Pause(96); Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush ,A783: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush ,AE2D: F4-Pause(A0); Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush ,A7A3: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush ,
Defense: 9A,A110: PassRush; ,A243: PassRush; ,A32A: PassRush; ,A4EC: CPUTeamJumpsTo AADC-01:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(0A); F4-Pause(3C); PassRush; ,A141: PassRush; ,A24A: PassRush; ,A3CA: PassRush; ,AE36: 25% F4-Pause(3C); F4-Pause(00); // 63%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(3C); F4-Pause(00); ,ADC2: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(00); ,AE4C: F4-Pause(50); F4-Pause(00); ,AE58: F4-Pause(3C); F4-Pause(00); ,
Defense: 9B,A110: PassRush; ,A243: PassRush; ,A32A: PassRush; ,AE64: 63% CPUTeamJumpsTo AADC-01:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(0A); F4-Pause(3C); PassRush; // F4-Pause(0A); F4-Pause(3C); Mirror Ball Carrier; ,A141: PassRush; ,A24A: PassRush; ,A3CA: PassRush; ,AE36: 25% F4-Pause(3C); F4-Pause(00); // 63%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(3C); F4-Pause(00); ,AE8E: 56%  PassRush // PassRush ,AE78: 56% F4-Pause(50); F4-Pause(00); // 56%  F4-Pause(00); // F4-Pause(00); ,AE58: F4-Pause(3C); F4-Pause(00); ,
Defense: 9C,A110: PassRush; ,A243: PassRush; ,A32A: PassRush; ,AE64: 63% CPUTeamJumpsTo AADC-01:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(0A); F4-Pause(3C); PassRush; // F4-Pause(0A); F4-Pause(3C); Mirror Ball Carrier; ,ADDB: 56% F3-Pause(14); 56%  F4-Pause(00); // F4-Pause(5A); PassRush // F3-Pause(32); F4-Pause(C8); PassRush; ,AAE0: 44% 63% 56% F4-Pause(3C); F4-Pause(00); // F4-Pause(14); F4-Pause(00); // F4-Pause(14); PassRush // Mirror Ball Carrier; ,A3CA: PassRush; ,A36F: F4-Pause(0A); F4-Pause(00); ,AEA1: F4-Pause(50); PassRush ,AA6B: 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F5-Pause(0A 46); PassRush; ,BD8E: 44%  F4-Pause(3C); PassRush // 31%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(3C); PassRush ,
Defense: 9D,A110: PassRush; ,A243: PassRush; ,A58C: F4-Pause(64); PassRush; ,A5A1: PassRush; ,A141: PassRush; ,A5B9: PassRush; ,A2E1: 31%  F4-Pause(14); PassRush // 63%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(14); PassRush ,AB93: 31%  F4-Pause(00); // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // F4-Pause(00); ,AE8E: 56%  PassRush // PassRush ,A38A: 24%  F4-Pause(00); // 75%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,AE58: F4-Pause(3C); F4-Pause(00); ,
Defense: 9E,A110: PassRush; ,A243: PassRush; ,A58C: F4-Pause(64); PassRush; ,A5A1: PassRush; ,A141: PassRush; ,ABA4: 31% F4-Pause(3C); PassRush; // F4-Pause(3C); PassRush ,ACCB: 44% F3-Pause(1E); PassRush; // 38%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(1E); PassRush ,AB93: 31%  F4-Pause(00); // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // F4-Pause(00); ,AE8E: 56%  PassRush // PassRush ,AD6C: 56% F4-Pause(00); // 56%  24%  F4-Pause(00); // 75%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); // F4-Pause(00); ,AD3A: 56% F4-Pause(14); F4-Pause(00); // PassRush ,
Defense: 9F,A110: PassRush; ,A243: PassRush; ,A58C: F4-Pause(64); PassRush; ,A5A1: PassRush; ,AD44: 31%  F4-Pause(3C); PassRush; // F4-Pause(46); PassRush ,AD53: 63% 44% 63% 56% F4-Pause(3C); F4-Pause(00); // F4-Pause(14); F4-Pause(00); // F4-Pause(14); PassRush // Mirror Ball Carrier; // F4-Pause(3C); PassRush ,ACE4: 38%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(1E); PassRush ,AB93: 31%  F4-Pause(00); // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // F4-Pause(00); ,AE8E: 56%  PassRush // PassRush ,AA6B: 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F5-Pause(0A 46); PassRush; ,AD3A: 56% F4-Pause(14); F4-Pause(00); // PassRush ,
Defense: A0,A110: PassRush; ,A243: PassRush; ,A6CD: PassRush; ,A5A1: PassRush; ,A6DA: F4-Pause(32); PassRush; ,A6E3: PassRush; ,A579: 69%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(5A); PassRush; ,AB93: 31%  F4-Pause(00); // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // F4-Pause(00); ,AE8E: 56%  PassRush // PassRush ,A38A: 24%  F4-Pause(00); // 75%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,AE58: F4-Pause(3C); F4-Pause(00); ,
Defense: A1,A110: PassRush; ,A243: PassRush; ,A6CD: PassRush; ,A5A1: PassRush; ,A6DA: F4-Pause(32); PassRush; ,ABA4: 31% F4-Pause(3C); PassRush; // F4-Pause(3C); PassRush ,ACCB: 44% F3-Pause(1E); PassRush; // 38%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(1E); PassRush ,AB93: 31%  F4-Pause(00); // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // F4-Pause(00); ,AE8E: 56%  PassRush // PassRush ,AD6C: 56% F4-Pause(00); // 56%  24%  F4-Pause(00); // 75%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); // F4-Pause(00); ,AEAA: 24% F4-Pause(3C); F4-Pause(00); // Mirror Ball Carrier; ,
Defense: A2,A110: PassRush; ,A243: PassRush; ,A6CD: PassRush; ,A5A1: PassRush; ,AD44: 31%  F4-Pause(3C); PassRush; // F4-Pause(46); PassRush ,AD53: 63% 44% 63% 56% F4-Pause(3C); F4-Pause(00); // F4-Pause(14); F4-Pause(00); // F4-Pause(14); PassRush // Mirror Ball Carrier; // F4-Pause(3C); PassRush ,AEB4: Mirror Ball Carrier; ,AB93: 31%  F4-Pause(00); // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // F4-Pause(00); ,A8EF: F4-Pause(14); CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // F4-Pause(14); PassRush; ,AA6B: 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F5-Pause(0A 46); PassRush; ,AAA6: Mirror Ball Carrier; ,
Defense: A3,A110: PassRush; ,A243: PassRush; ,A32A: PassRush; ,BD48: 31%  F4-Pause(19); PassRush // 44%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(19); PassRush ,ADA6: F4-Pause(00); ,A14B: PassRush; ,A2E1: 31%  F4-Pause(14); PassRush // 63%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(14); PassRush ,ADBB: F4-Pause(00); ,ADC2: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(00); ,BD35: 44% F4-Pause(00); // ; 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,BD27: 44% F4-Pause(00); // 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,
Defense: A4,A110: PassRush; ,A243: PassRush; ,A32A: PassRush; ,A695: 44%  F4-Pause(19); PassRush // F4-Pause(1E); PassRush; ,ADA6: F4-Pause(00); ,A14B: PassRush; ,A6A4: 44% 31%  F4-Pause(14); PassRush // 63%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(14); PassRush // F4-Pause(1E); PassRush; ,ADBB: F4-Pause(00); ,ADC2: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(00); ,A6B3: 44% F4-Pause(00); // F4-Pause(00); ,A6C0: 44% F4-Pause(00); // F4-Pause(00); ,
Defense: A5,A110: PassRush; ,A243: PassRush; ,A32A: PassRush; ,A695: 44%  F4-Pause(19); PassRush // F4-Pause(1E); PassRush; ,ADA6: F4-Pause(00); ,AAE0: 44% 63% 56% F4-Pause(3C); F4-Pause(00); // F4-Pause(14); F4-Pause(00); // F4-Pause(14); PassRush // Mirror Ball Carrier; ,A6A4: 44% 31%  F4-Pause(14); PassRush // 63%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(14); PassRush // F4-Pause(1E); PassRush; ,ADBB: F4-Pause(00); ,ADC2: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(00); ,A6B3: 44% F4-Pause(00); // F4-Pause(00); ,A6C0: 44% F4-Pause(00); // F4-Pause(00); ,
Defense: A6,A110: PassRush; ,A11D: PassRush; ,A12A: PassRush; ,A550: F4-Pause(5A); PassRush; ,A141: PassRush; ,A14B: PassRush; ,BDCC: 44%  PassRush; // 63%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // PassRush; ,ADBB: F4-Pause(00); ,ADC2: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(00); ,BD35: 44% F4-Pause(00); // ; 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,BD27: 44% F4-Pause(00); // 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,
Defense: A7,A110: PassRush; ,A11D: PassRush; ,A12A: PassRush; ,A550: F4-Pause(5A); PassRush; ,A141: PassRush; ,A14B: PassRush; ,BDCC: 44%  PassRush; // 63%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // PassRush; ,ABCD: F5-Pause(0A 5A); 56%  PassRush // PassRush ,ABE3: F5-Pause(0A 5A); 56%  PassRush // PassRush ,ABF9: F5-Pause(0A 5A); 56% 56%  PassRush // PassRush // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // 56%  PassRush // PassRush ,AC16: F5-Pause(0A 5A); 56% 56%  PassRush // PassRush // 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // 56%  PassRush // PassRush ,
Defense: A8,A110: PassRush; ,A11D: PassRush; ,A12A: PassRush; ,A550: F4-Pause(5A); PassRush; ,A141: PassRush; ,A14B: PassRush; ,A15B: F4-Pause(14); F4-Pause(00); ,AC33: 31% 56%  PassRush // PassRush // PassRush ,A176: F3-Pause(0A); F3-Pause(00); ,AC3D: 31% 56% 56%  PassRush // PassRush // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // 56%  PassRush // PassRush // PassRush ,AC47: 31% 56% 56%  PassRush // PassRush // 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // 56%  PassRush // PassRush // PassRush ,
Defense: A9,A110: PassRush; ,A11D: PassRush; ,A12A: PassRush; ,BD19: 44%  PassRush // 63%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // PassRush ,A141: PassRush; ,A14B: PassRush; ,ADB4: F4-Pause(00); ,ADBB: F4-Pause(00); ,ADC2: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(00); ,BD35: 44% F4-Pause(00); // ; 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,AB21: CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // 56% 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); // F4-Pause(00); ,
Defense: AA,A110: PassRush; ,A11D: PassRush; ,A12A: PassRush; ,A137: PassRush ,A141: PassRush; ,A14B: PassRush; ,ADB4: F4-Pause(00); ,ABCD: F5-Pause(0A 5A); 56%  PassRush // PassRush ,ABE3: F5-Pause(0A 5A); 56%  PassRush // PassRush ,BD35: 44% F4-Pause(00); // ; 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,AC16: F5-Pause(0A 5A); 56% 56%  PassRush // PassRush // 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // 56%  PassRush // PassRush ,
Defense: AB,A110: PassRush; ,A11D: PassRush; ,A12A: PassRush; ,BD19: 44%  PassRush // 63%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // PassRush ,A141: PassRush; ,A14B: PassRush; ,AEBE: 44% F4-Pause(14); F4-Pause(00); // F4-Pause(00); ,AEC8: 44% 31% 56%  PassRush // PassRush // PassRush // F4-Pause(00); ,AED2: 44% F3-Pause(0A); F3-Pause(00); // F4-Pause(00); ,AEDC: 50% 31% 56% 56%  PassRush // PassRush // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // 56%  PassRush // PassRush // PassRush // 56% 56%  PassRush // PassRush // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // 56%  PassRush // PassRush ,AEE6: 50% 31% 56% 56%  PassRush // PassRush // 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // 56%  PassRush // PassRush // PassRush // 56% 56%  PassRush // PassRush // 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // 56%  PassRush // PassRush ,
Defense: AC,A110: PassRush; ,A11D: PassRush; ,A12A: PassRush; ,A550: F4-Pause(5A); PassRush; ,A141: PassRush; ,A14B: PassRush; ,BDCC: 44%  PassRush; // 63%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // PassRush; ,BD9C: 31% F4-Pause(00); // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // F4-Pause(00); ,ADC2: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(00); ,BD35: 44% F4-Pause(00); // ; 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,BD27: 44% F4-Pause(00); // 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,
Defense: AD,A110: PassRush; ,A11D: PassRush; ,A12A: PassRush; ,A550: F4-Pause(5A); PassRush; ,A141: PassRush; ,A14B: PassRush; ,BDDA: 44% 56% F4-Pause(00); // PassRush // 38%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // 56% F4-Pause(00); // PassRush ,ABCD: F5-Pause(0A 5A); 56%  PassRush // PassRush ,ABE3: F5-Pause(0A 5A); 56%  PassRush // PassRush ,ABF9: F5-Pause(0A 5A); 56% 56%  PassRush // PassRush // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // 56%  PassRush // PassRush ,AC16: F5-Pause(0A 5A); 56% 56%  PassRush // PassRush // 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // 56%  PassRush // PassRush ,
Defense: AE,A110: PassRush; ,A11D: PassRush; ,A12A: PassRush; ,A550: F4-Pause(5A); PassRush; ,A141: PassRush; ,A14B: PassRush; ,A15B: F4-Pause(14); F4-Pause(00); ,AEC8: 44% 31% 56%  PassRush // PassRush // PassRush // F4-Pause(00); ,AED2: 44% F3-Pause(0A); F3-Pause(00); // F4-Pause(00); ,AEDC: 50% 31% 56% 56%  PassRush // PassRush // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // 56%  PassRush // PassRush // PassRush // 56% 56%  PassRush // PassRush // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // 56%  PassRush // PassRush ,AEE6: 50% 31% 56% 56%  PassRush // PassRush // 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // 56%  PassRush // PassRush // PassRush // 56% 56%  PassRush // PassRush // 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // 56%  PassRush // PassRush ,
Defense: AF,A546: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,A65F: 24%  F4-Pause(08); F4-Pause(50); PassRush; // 63%CPUTeamJumpsTo:F4-Pause(46); Boost-HP(30); ; PassRush // F4-Pause(08); F4-Pause(50); PassRush; ,A67A: 24%  F4-Pause(0A); F4-Pause(3C); PassRush; // 38%CPUTeamJumpsTo:F4-Pause(46); Boost-HP(30); ; PassRush // F4-Pause(0A); F4-Pause(3C); PassRush; ,BF03: PassRush; ,ADBB: F4-Pause(00); ,ADC2: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(00); ,BD35: 44% F4-Pause(00); // ; 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,BD27: 44% F4-Pause(00); // 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,
Defense: B0,A546: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,A65F: 24%  F4-Pause(08); F4-Pause(50); PassRush; // 63%CPUTeamJumpsTo:F4-Pause(46); Boost-HP(30); ; PassRush // F4-Pause(08); F4-Pause(50); PassRush; ,A67A: 24%  F4-Pause(0A); F4-Pause(3C); PassRush; // 38%CPUTeamJumpsTo:F4-Pause(46); Boost-HP(30); ; PassRush // F4-Pause(0A); F4-Pause(3C); PassRush; ,BF03: PassRush; ,AC9C: 44% F4-Pause(5A); 56%  PassRush // PassRush // F4-Pause(28); F4-Pause(00); ,ACB0: 44% 44% F4-Pause(5A); 56%  PassRush // PassRush // F4-Pause(28); F4-Pause(00); // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // 44% F4-Pause(5A); 56%  PassRush // PassRush // F4-Pause(28); F4-Pause(00); ,BD80: 44% Mirror Ball Carrier; // 44%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // Mirror Ball Carrier; ,BD8E: 44%  F4-Pause(3C); PassRush // 31%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(3C); PassRush ,
Defense: B1,A546: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,AD04: 44%  F4-Pause(5A); PassRush; // F4-Pause(0A); F5-Pause(0A 2D); PassRush ,A65F: 24%  F4-Pause(08); F4-Pause(50); PassRush; // 63%CPUTeamJumpsTo:F4-Pause(46); Boost-HP(30); ; PassRush // F4-Pause(08); F4-Pause(50); PassRush; ,A67A: 24%  F4-Pause(0A); F4-Pause(3C); PassRush; // 38%CPUTeamJumpsTo:F4-Pause(46); Boost-HP(30); ; PassRush // F4-Pause(0A); F4-Pause(3C); PassRush; ,AD19: 44% 69%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(5A); PassRush; // F4-Pause(0A); F5-Pause(0A 2D); PassRush ,AC9C: 44% F4-Pause(5A); 56%  PassRush // PassRush // F4-Pause(28); F4-Pause(00); ,ACB0: 44% 44% F4-Pause(5A); 56%  PassRush // PassRush // F4-Pause(28); F4-Pause(00); // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // 44% F4-Pause(5A); 56%  PassRush // PassRush // F4-Pause(28); F4-Pause(00); ,BD80: 44% Mirror Ball Carrier; // 44%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // Mirror Ball Carrier; ,BD8E: 44%  F4-Pause(3C); PassRush // 31%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(3C); PassRush ,
Defense: B2,A110: PassRush; ,A243: PassRush; ,A6F0: F4-Pause(32); F4-Pause(64); PassRush; ,A5A1: PassRush; ,A481: F3-Pause(32); F4-Pause(C8); PassRush; ,A492: F3-Pause(3C); F4-Pause(3C); PassRush; ,A4A3: CPUTeamJumpsTo AADC-01:Boost-HP(30); ; Mirror Ball Carrier; // F3-Pause(3C); F4-Pause(50); PassRush; ,ADBB: F4-Pause(00); ,AD8F: F4-Pause(00); ,BD35: 44% F4-Pause(00); // ; 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,AA04: PassRush ,
Defense: B3,A110: PassRush; ,A243: PassRush; ,A6F0: F4-Pause(32); F4-Pause(64); PassRush; ,A5A1: PassRush; ,ADDB: 56% F3-Pause(14); 56%  F4-Pause(00); // F4-Pause(5A); PassRush // F3-Pause(32); F4-Pause(C8); PassRush; ,A492: F3-Pause(3C); F4-Pause(3C); PassRush; ,ADE5: 63% CPUTeamJumpsTo AADC-01:Boost-HP(30); ; Mirror Ball Carrier; // F3-Pause(3C); F4-Pause(50); PassRush; // F4-Pause(3C); F4-Pause(1E); PassRush ,ADF9: 56% 31%  F4-Pause(00); // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // F4-Pause(00); // F4-Pause(00); ,AD8F: F4-Pause(00); ,AD6C: 56% F4-Pause(00); // 56%  24%  F4-Pause(00); // 75%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); // F4-Pause(00); ,AD3A: 56% F4-Pause(14); F4-Pause(00); // PassRush ,
Defense: B4,A110: PassRush; ,A243: PassRush; ,A6F0: F4-Pause(32); F4-Pause(64); PassRush; ,A5A1: PassRush; ,ADDB: 56% F3-Pause(14); 56%  F4-Pause(00); // F4-Pause(5A); PassRush // F3-Pause(32); F4-Pause(C8); PassRush; ,AAE0: 44% 63% 56% F4-Pause(3C); F4-Pause(00); // F4-Pause(14); F4-Pause(00); // F4-Pause(14); PassRush // Mirror Ball Carrier; ,ADE5: 63% CPUTeamJumpsTo AADC-01:Boost-HP(30); ; Mirror Ball Carrier; // F3-Pause(3C); F4-Pause(50); PassRush; // F4-Pause(3C); F4-Pause(1E); PassRush ,AE0F: F4-Pause(3C); PassRush ,AE03: F4-Pause(64); PassRush ,AA6B: 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F5-Pause(0A 46); PassRush; ,AAA6: Mirror Ball Carrier; ,
Defense: B5,A19B: F3-Pause(0A); PassRush; ,A1A7: F3-Pause(0A); PassRush; ,A1B3: PassRush; ,AEF0: F4-Pause(14); F4-Pause(50); PassRush ,AF01: 63%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(0A); F4-Pause(50); PassRush ,AF16: 56%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // F4-Pause(0A); F4-Pause(50); PassRush ,A1ED: PassRush; ,AF2B: 88%CPUTeamJumpsTo:31% m2m-FB; // 38% m2m-WR1; // 38% m2m-WR2; // // F3-Pause(00); ,AF3F: F4-Pause(14); F4-Pause(64); PassRush ,AF4D: 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(78); ,AF95: 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(00); // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,
Defense: B6,A19B: F3-Pause(0A); PassRush; ,A1A7: F3-Pause(0A); PassRush; ,A1B3: PassRush; ,AF78: 56% F4-Pause(14); F4-Pause(50); PassRush // F4-Pause(14); F4-Pause(1E); F5-Pause(28 64); PassRush ,AF01: 63%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(0A); F4-Pause(50); PassRush ,AF16: 56%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // F4-Pause(0A); F4-Pause(50); PassRush ,A1ED: PassRush; ,AF66: 44% 06% m2m-WR1; // F4-Pause(1E); m2m-WR1; // 44% m2m-FB; // F4-Pause(64); m2m-WR2; ,AF3F: F4-Pause(14); F4-Pause(64); PassRush ,AF4D: 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(78); ,AF95: 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(00); // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,
Defense: B7,A19B: F3-Pause(0A); PassRush; ,A1A7: F3-Pause(0A); PassRush; ,A1B3: PassRush; ,AFCD: 25% F4-Pause(14); F4-Pause(50); PassRush // F4-Pause(14); F4-Pause(1E); F5-Pause(28 64); PassRush ,AF01: 63%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(0A); F4-Pause(50); PassRush ,AF16: 56%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // F4-Pause(0A); F4-Pause(50); PassRush ,A1ED: PassRush; ,AF66: 44% 06% m2m-WR1; // F4-Pause(1E); m2m-WR1; // 44% m2m-FB; // F4-Pause(64); m2m-WR2; ,AFA6: 44% 14-m2m-WR2; ; m2m-WR2; // F4-Pause(14); F4-Pause(64); PassRush ,AFB0: 38%  06% 13-m2m-WR1; ; m2m-WR1; // F4-Pause(32); 13-m2m-WR1; ; m2m-WR1; // 44% 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(78); // 12-m2m-FB; ; m2m-FB; ,AFC0: 63% 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(00); // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // F4-Pause(00); ,
